rank,date_12ut,jd,robust_score,matched_unique_modules,selected_modules_json
166,1426-05-13T12:00:00Z,2242028.0,1.7900400161743164,1,"[{""module_id"":""1918A_P_Merc_N"",""source_group"":""1918-04-05"",""family_id"":""F11_D_Mercury-Neptune-Pluto"",""excess_surprisal"":1.7900400161743164,""n_bodies"":3,""note"":""April 5 Pluto\u2013Mercury\u2013Neptune 30/60/90""}]"
167,1676-02-26T12:00:00Z,2333263.0,1.7900400161743164,1,"[{""module_id"":""2020_N_U_V"",""source_group"":""2020-03-11"",""family_id"":""F22_D_Neptune-Uranus-Venus"",""excess_surprisal"":1.7900400161743164,""n_bodies"":3,""note"":""Neptune to Uranus/Venus double node""}]"
168,0728-01-15T12:00:00Z,1986970.0,1.7900400161743164,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.7900400161743164,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
169,1543-03-20T12:00:00Z,2284707.0,1.7900400161743164,1,"[{""module_id"":""1978_Merc_N_M"",""source_group"":""1978-12-11"",""family_id"":""F05_D_Mars-Mercury-Neptune"",""excess_surprisal"":1.7900400161743164,""n_bodies"":3,""note"":""Mercury\u2013Neptune\u2013Mars midpoint""}]"
170,0045-04-05T12:00:00Z,1737591.0,1.7900400161743164,1,"[{""module_id"":""1947_M_V_U"",""source_group"":""1947-11-29"",""family_id"":""F10_D_Mars-Uranus-Venus"",""excess_surprisal"":1.7900400161743164,""n_bodies"":3,""note"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate""}]"
171,0116-09-16T12:00:00Z,1763687.0,1.7900400161743164,1,"[{""module_id"":""2025_J_V_Merc_M"",""source_group"":""2025-09-10"",""family_id"":""F26_D_Jupiter-Mars-Mercury-Venus"",""excess_surprisal"":1.7900400161743164,""n_bodies"":4,""note"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder""}]"
172,0617-11-01T12:00:00Z,1946719.0,1.7900400161743164,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.7900400161743164,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
173,0635-04-08T12:00:00Z,1953086.0,1.7900400161743164,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.7900400161743164,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
174,1380-03-23T12:00:00Z,2225177.0,1.7552776336669922,1,"[{""module_id"":""2026F_M_V_S_N"",""source_group"":""2026-02-28"",""family_id"":""F35_D_Mercury-Neptune-Saturn-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":4,""note"":""Mercury/Venus and Saturn/Neptune dual double-node""}]"
175,0880-10-06T12:00:00Z,2042753.0,1.7552776336669922,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
176,0405-05-11T12:00:00Z,1869114.0,1.7552776336669922,1,"[{""module_id"":""1978_Merc_N_M"",""source_group"":""1978-12-11"",""family_id"":""F05_D_Mars-Mercury-Neptune"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Mercury\u2013Neptune\u2013Mars midpoint""}]"
177,1269-11-06T12:00:00Z,2184863.0,1.7552776336669922,1,"[{""module_id"":""1914_V_U_M"",""source_group"":""1914-06-28"",""family_id"":""F09_D_Mars-Uranus-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Venus\u2013Uranus diameter with Mars branch""}]"
178,0368-08-27T12:00:00Z,1855708.0,1.7552776336669922,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
179,0477-07-25T12:00:00Z,1895487.0,1.7552776336669922,1,"[{""module_id"":""1947_P_S_M"",""source_group"":""1947-11-29"",""family_id"":""F07_D_Mars-Pluto-Saturn"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Pluto\u2013Saturn\u2013Mars tiny midpoint""}]"
180,0729-04-26T12:00:00Z,1987437.0,1.7552776336669922,1,"[{""module_id"":""2020_S_Merc_N"",""source_group"":""2020-03-11"",""family_id"":""F12_D_Mercury-Neptune-Saturn"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail""}]"
181,1428-05-20T12:00:00Z,2242766.0,1.7552776336669922,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
182,0135-02-27T12:00:00Z,1770425.0,1.7552776336669922,1,"[{""module_id"":""2026B_N_U_V"",""source_group"":""2026-09-17"",""family_id"":""F23_D_Neptune-Uranus-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Venus near antipode of Uranus\u2013Neptune midpoint""}]"
183,1223-04-28T12:00:00Z,2167869.0,1.7552776336669922,1,"[{""module_id"":""1913_M_N_J_U"",""source_group"":""1913-12-23"",""family_id"":""F28_D_Jupiter-Mars-Neptune-Uranus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":4,""note"":""Paired Mars/Neptune \u2194 Jupiter/Uranus rail""}]"
184,1535-09-15T12:00:00Z,2281964.0,1.7552776336669922,1,"[{""module_id"":""2026B_N_P_V"",""source_group"":""2026-09-17"",""family_id"":""F21_D_Neptune-Pluto-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Neptune\u2013Pluto\u2013Venus 60/90/150 triad""}]"
185,0417-09-09T12:00:00Z,1873618.0,1.7552776336669922,1,"[{""module_id"":""1929_U_Merc_V_M"",""source_group"":""1929-10-24"",""family_id"":""F34_D_Mars-Mercury-Uranus-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":4,""note"":""Opposition gate plus 30-degree Mars routing""}]"
186,1004-02-01T12:00:00Z,2087794.0,1.7552776336669922,1,"[{""module_id"":""1775_P_Merc_U"",""source_group"":""1775-04-19"",""family_id"":""F13_D_Mercury-Pluto-Uranus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Pluto\u2013Mercury\u2013Uranus 60/60/120 module""}]"
187,0187-03-26T12:00:00Z,1789445.0,1.7552776336669922,1,"[{""module_id"":""1775_Merc_U_S"",""source_group"":""1775-04-19"",""family_id"":""F14_D_Mercury-Saturn-Uranus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Mercury\u2013Uranus\u2013Saturn 60/120/180 module""}]"
188,1743-12-12T12:00:00Z,2358023.0,1.7552776336669922,1,"[{""module_id"":""2025_J_V_Merc_M"",""source_group"":""2025-09-10"",""family_id"":""F26_D_Jupiter-Mars-Mercury-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":4,""note"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder""}]"
189,0756-09-18T12:00:00Z,1997444.0,1.7552776336669922,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.7552776336669922,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
190,0472-10-18T12:00:00Z,1893746.0,1.723093032836914,1,"[{""module_id"":""2020_N_U_V"",""source_group"":""2020-03-11"",""family_id"":""F22_D_Neptune-Uranus-Venus"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""Neptune to Uranus/Venus double node""}]"
191,0278-04-21T12:00:00Z,1822708.0,1.723093032836914,1,"[{""module_id"":""1775_Merc_U_S"",""source_group"":""1775-04-19"",""family_id"":""F14_D_Mercury-Saturn-Uranus"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""Mercury\u2013Uranus\u2013Saturn 60/120/180 module""}]"
192,0294-04-19T12:00:00Z,1828550.0,1.723093032836914,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
193,1172-07-16T12:00:00Z,2149321.0,1.723093032836914,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
194,0167-12-27T12:00:00Z,1782416.0,1.723093032836914,1,"[{""module_id"":""2025_J_V_Merc_M"",""source_group"":""2025-09-10"",""family_id"":""F26_D_Jupiter-Mars-Mercury-Venus"",""excess_surprisal"":1.723093032836914,""n_bodies"":4,""note"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder""}]"
195,0767-03-17T12:00:00Z,2001276.0,1.723093032836914,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
196,0323-10-06T12:00:00Z,1839311.0,1.723093032836914,1,"[{""module_id"":""1978_Merc_N_M"",""source_group"":""1978-12-11"",""family_id"":""F05_D_Mars-Mercury-Neptune"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""Mercury\u2013Neptune\u2013Mars midpoint""}]"
197,0456-05-07T12:00:00Z,1887738.0,1.723093032836914,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
198,1477-07-02T12:00:00Z,2260706.0,1.723093032836914,1,"[{""module_id"":""2026B_N_P_V"",""source_group"":""2026-09-17"",""family_id"":""F21_D_Neptune-Pluto-Venus"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""Neptune\u2013Pluto\u2013Venus 60/90/150 triad""}]"
199,1057-04-05T12:00:00Z,2107216.0,1.723093032836914,1,"[{""module_id"":""2026F_M_V_S_N"",""source_group"":""2026-02-28"",""family_id"":""F35_D_Mercury-Neptune-Saturn-Venus"",""excess_surprisal"":1.723093032836914,""n_bodies"":4,""note"":""Mercury/Venus and Saturn/Neptune dual double-node""}]"
200,0226-10-20T12:00:00Z,1803897.0,1.723093032836914,1,"[{""module_id"":""1775_P_Merc_U"",""source_group"":""1775-04-19"",""family_id"":""F13_D_Mercury-Pluto-Uranus"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""Pluto\u2013Mercury\u2013Uranus 60/60/120 module""}]"
201,0933-05-06T12:00:00Z,2061957.0,1.723093032836914,1,"[{""module_id"":""1918A_P_Merc_N"",""source_group"":""1918-04-05"",""family_id"":""F11_D_Mercury-Neptune-Pluto"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""April 5 Pluto\u2013Mercury\u2013Neptune 30/60/90""}]"
202,0476-10-04T12:00:00Z,1895193.0,1.723093032836914,1,"[{""module_id"":""2020_S_Merc_N"",""source_group"":""2020-03-11"",""family_id"":""F12_D_Mercury-Neptune-Saturn"",""excess_surprisal"":1.723093032836914,""n_bodies"":3,""note"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail""}]"
203,0497-09-28T12:00:00Z,1902857.0,1.723093032836914,1,"[{""module_id"":""2026A_S_M_J_Merc"",""source_group"":""2026-09-01"",""family_id"":""F25_D_Jupiter-Mars-Mercury-Saturn"",""excess_surprisal"":1.723093032836914,""n_bodies"":4,""note"":""Saturn-anchored 90/120/150 fan and 30/30/60 ladder""}]"
204,0302-09-10T12:00:00Z,1831615.0,1.6931300163269043,1,"[{""module_id"":""2008_Merc_V_M"",""source_group"":""2008-09-15"",""family_id"":""F06_D_Mars-Mercury-Venus"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Mercury\u2013Venus\u2013Mars triple node""}]"
205,0479-06-28T12:00:00Z,1896190.0,1.6931300163269043,1,"[{""module_id"":""2026B_N_U_V"",""source_group"":""2026-09-17"",""family_id"":""F23_D_Neptune-Uranus-Venus"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Venus near antipode of Uranus\u2013Neptune midpoint""}]"
206,1989-06-06T12:00:00Z,2447684.0,1.6931300163269043,1,"[{""module_id"":""1914_V_U_M"",""source_group"":""1914-06-28"",""family_id"":""F09_D_Mars-Uranus-Venus"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Venus\u2013Uranus diameter with Mars branch""}]"
207,1413-12-25T12:00:00Z,2237506.0,1.6931300163269043,1,"[{""module_id"":""1775_Merc_U_S"",""source_group"":""1775-04-19"",""family_id"":""F14_D_Mercury-Saturn-Uranus"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Mercury\u2013Uranus\u2013Saturn 60/120/180 module""}]"
208,0861-03-09T12:00:00Z,2035602.0,1.6931300163269043,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
209,1364-04-04T12:00:00Z,2219345.0,1.6931300163269043,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
210,0707-06-25T12:00:00Z,1979461.0,1.6931300163269043,1,"[{""module_id"":""1978_J_S_P"",""source_group"":""1978-12-11"",""family_id"":""F04_D_Jupiter-Pluto-Saturn"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Jupiter\u2013Saturn\u2013Pluto midpoint""}]"
211,0987-10-16T12:00:00Z,2081843.0,1.6931300163269043,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
212,0496-11-04T12:00:00Z,1902529.0,1.6931300163269043,1,"[{""module_id"":""1978_Merc_N_M"",""source_group"":""1978-12-11"",""family_id"":""F05_D_Mars-Mercury-Neptune"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Mercury\u2013Neptune\u2013Mars midpoint""}]"
213,1980-08-29T12:00:00Z,2444481.0,1.6931300163269043,1,"[{""module_id"":""2026B_N_P_V"",""source_group"":""2026-09-17"",""family_id"":""F21_D_Neptune-Pluto-Venus"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Neptune\u2013Pluto\u2013Venus 60/90/150 triad""}]"
214,1657-06-17T12:00:00Z,2326435.0,1.6931300163269043,1,"[{""module_id"":""1947_M_V_U"",""source_group"":""1947-11-29"",""family_id"":""F10_D_Mars-Uranus-Venus"",""excess_surprisal"":1.6931300163269043,""n_bodies"":3,""note"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate""}]"
215,0330-07-11T12:00:00Z,1841781.0,1.6651010513305664,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.6651010513305664,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
216,1795-08-23T12:00:00Z,2376905.0,1.6651010513305664,1,"[{""module_id"":""2008_Merc_V_M"",""source_group"":""2008-09-15"",""family_id"":""F06_D_Mars-Mercury-Venus"",""excess_surprisal"":1.6651010513305664,""n_bodies"":3,""note"":""Mercury\u2013Venus\u2013Mars triple node""}]"
217,1173-10-22T12:00:00Z,2149784.0,1.6651010513305664,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.6651010513305664,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
218,1015-07-14T12:00:00Z,2091975.0,1.6651010513305664,1,"[{""module_id"":""2023_P_V_M"",""source_group"":""2023-10-07"",""family_id"":""F08_D_Mars-Pluto-Venus"",""excess_surprisal"":1.6651010513305664,""n_bodies"":3,""note"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad""}]"
219,1805-11-08T12:00:00Z,2380634.0,1.6651010513305664,1,"[{""module_id"":""1978_Merc_N_M"",""source_group"":""1978-12-11"",""family_id"":""F05_D_Mars-Mercury-Neptune"",""excess_surprisal"":1.6651010513305664,""n_bodies"":3,""note"":""Mercury\u2013Neptune\u2013Mars midpoint""}]"
220,1877-04-05T12:00:00Z,2406715.0,1.6651010513305664,1,"[{""module_id"":""2020_S_Merc_N"",""source_group"":""2020-03-11"",""family_id"":""F12_D_Mercury-Neptune-Saturn"",""excess_surprisal"":1.6651010513305664,""n_bodies"":3,""note"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail""}]"
221,0686-03-29T12:00:00Z,1971704.0,1.6651010513305664,1,"[{""module_id"":""1775_Merc_U_S"",""source_group"":""1775-04-19"",""family_id"":""F14_D_Mercury-Saturn-Uranus"",""excess_surprisal"":1.6651010513305664,""n_bodies"":3,""note"":""Mercury\u2013Uranus\u2013Saturn 60/120/180 module""}]"
222,0172-10-29T12:00:00Z,1784184.0,1.6651010513305664,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.6651010513305664,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
223,0752-12-23T12:00:00Z,1996079.0,1.6651010513305664,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.6651010513305664,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
224,1746-11-14T12:00:00Z,2359091.0,1.6387720108032227,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.6387720108032227,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
225,1180-02-07T12:00:00Z,2152083.0,1.6387720108032227,1,"[{""module_id"":""2023_P_V_M"",""source_group"":""2023-10-07"",""family_id"":""F08_D_Mars-Pluto-Venus"",""excess_surprisal"":1.6387720108032227,""n_bodies"":3,""note"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad""}]"
226,1520-04-01T12:00:00Z,2276319.0,1.6387720108032227,1,"[{""module_id"":""1775_P_Merc_U"",""source_group"":""1775-04-19"",""family_id"":""F13_D_Mercury-Pluto-Uranus"",""excess_surprisal"":1.6387720108032227,""n_bodies"":3,""note"":""Pluto\u2013Mercury\u2013Uranus 60/60/120 module""}]"
227,0390-05-30T12:00:00Z,1863654.0,1.6387720108032227,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.6387720108032227,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
228,0438-03-22T12:00:00Z,1881117.0,1.6387720108032227,1,"[{""module_id"":""1918C_P_Merc_N"",""source_group"":""1918-05-22"",""family_id"":""F11_D_Mercury-Neptune-Pluto"",""excess_surprisal"":1.6387720108032227,""n_bodies"":3,""note"":""May 22 Pluto\u2013Mercury\u2013Neptune triad""}]"
229,1472-07-07T12:00:00Z,2258885.0,1.6387720108032227,1,"[{""module_id"":""2026B_N_P_V"",""source_group"":""2026-09-17"",""family_id"":""F21_D_Neptune-Pluto-Venus"",""excess_surprisal"":1.6387720108032227,""n_bodies"":3,""note"":""Neptune\u2013Pluto\u2013Venus 60/90/150 triad""}]"
230,0053-08-29T12:00:00Z,1740659.0,1.6387720108032227,1,"[{""module_id"":""1775_Merc_U_S"",""source_group"":""1775-04-19"",""family_id"":""F14_D_Mercury-Saturn-Uranus"",""excess_surprisal"":1.6387720108032227,""n_bodies"":3,""note"":""Mercury\u2013Uranus\u2013Saturn 60/120/180 module""}]"
231,1370-01-09T12:00:00Z,2221451.0,1.6387720108032227,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.6387720108032227,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
232,0129-08-20T12:00:00Z,1768408.0,1.6387720108032227,1,"[{""module_id"":""1978_Merc_N_M"",""source_group"":""1978-12-11"",""family_id"":""F05_D_Mars-Mercury-Neptune"",""excess_surprisal"":1.6387720108032227,""n_bodies"":3,""note"":""Mercury\u2013Neptune\u2013Mars midpoint""}]"
233,1330-11-08T12:00:00Z,2207144.0,1.6139488220214844,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.6139488220214844,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
234,0368-05-23T12:00:00Z,1855612.0,1.6139488220214844,1,"[{""module_id"":""1775_P_Merc_U"",""source_group"":""1775-04-19"",""family_id"":""F13_D_Mercury-Pluto-Uranus"",""excess_surprisal"":1.6139488220214844,""n_bodies"":3,""note"":""Pluto\u2013Mercury\u2013Uranus 60/60/120 module""}]"
235,1205-12-18T12:00:00Z,2161529.0,1.6139488220214844,1,"[{""module_id"":""2008_Merc_V_M"",""source_group"":""2008-09-15"",""family_id"":""F06_D_Mars-Mercury-Venus"",""excess_surprisal"":1.6139488220214844,""n_bodies"":3,""note"":""Mercury\u2013Venus\u2013Mars triple node""}]"
236,2014-05-17T12:00:00Z,2456795.0,1.6139488220214844,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.6139488220214844,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
237,1435-11-20T12:00:00Z,2245506.0,1.6139488220214844,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.6139488220214844,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
238,0296-12-27T12:00:00Z,1829533.0,1.5904674530029297,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
239,0388-06-20T12:00:00Z,1862945.0,1.5904674530029297,1,"[{""module_id"":""1914_V_U_M"",""source_group"":""1914-06-28"",""family_id"":""F09_D_Mars-Uranus-Venus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Venus\u2013Uranus diameter with Mars branch""}]"
240,1883-08-02T12:00:00Z,2409025.0,1.5904674530029297,1,"[{""module_id"":""1947_P_S_M"",""source_group"":""1947-11-29"",""family_id"":""F07_D_Mars-Pluto-Saturn"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Pluto\u2013Saturn\u2013Mars tiny midpoint""}]"
241,0512-12-20T12:00:00Z,1908418.0,1.5904674530029297,1,"[{""module_id"":""2020_S_Merc_N"",""source_group"":""2020-03-11"",""family_id"":""F12_D_Mercury-Neptune-Saturn"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail""}]"
242,2019-10-10T12:00:00Z,2458767.0,1.5904674530029297,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
243,1046-12-16T12:00:00Z,2103453.0,1.5904674530029297,1,"[{""module_id"":""2026B_N_P_V"",""source_group"":""2026-09-17"",""family_id"":""F21_D_Neptune-Pluto-Venus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Neptune\u2013Pluto\u2013Venus 60/90/150 triad""}]"
244,0340-10-21T12:00:00Z,1845536.0,1.5904674530029297,1,"[{""module_id"":""2023_P_V_M"",""source_group"":""2023-10-07"",""family_id"":""F08_D_Mars-Pluto-Venus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad""}]"
245,1683-06-18T12:00:00Z,2335932.0,1.5904674530029297,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
246,1216-02-11T12:00:00Z,2165236.0,1.5904674530029297,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
247,1185-03-29T12:00:00Z,2153960.0,1.5904674530029297,1,"[{""module_id"":""1775_Merc_U_S"",""source_group"":""1775-04-19"",""family_id"":""F14_D_Mercury-Saturn-Uranus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Mercury\u2013Uranus\u2013Saturn 60/120/180 module""}]"
248,0307-05-01T12:00:00Z,1833309.0,1.5904674530029297,1,"[{""module_id"":""2026B_N_U_V"",""source_group"":""2026-09-17"",""family_id"":""F23_D_Neptune-Uranus-Venus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":3,""note"":""Venus near antipode of Uranus\u2013Neptune midpoint""}]"
249,0498-11-25T12:00:00Z,1903280.0,1.5904674530029297,1,"[{""module_id"":""2025_J_V_Merc_M"",""source_group"":""2025-09-10"",""family_id"":""F26_D_Jupiter-Mars-Mercury-Venus"",""excess_surprisal"":1.5904674530029297,""n_bodies"":4,""note"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder""}]"
250,0721-06-07T12:00:00Z,1984557.0,1.5681910514831543,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.5681910514831543,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
