rank,start_date,end_date,duration_days,peak_date,peak_k0001,peak_k001,peak_k01,peak_omega,components_json
1435,1172-09-06T12:00:00Z,1172-09-06T12:00:00Z,1,1172-09-06T12:00:00Z,0,0,2,1.007936954498291,"[{""component_p"":0.001032633357681334,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.009508606977760792,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
1436,1610-01-04T12:00:00Z,1610-01-05T12:00:00Z,2,1610-01-05T12:00:00Z,0,0,2,1.006790280342102,"[{""component_p"":0.0011691463878378272,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.008420557714998722,""best_module_id"":""m043"",""best_module_label"":""Uranus opposite Mercury/Venus gate"",""families"":[""f12_1929_oct24""],""module_ids"":[""m043""],""bodies"":[""Uranus"",""Mercury"",""Venus""]}]"
1437,0348-02-19T12:00:00Z,0348-02-19T12:00:00Z,1,0348-02-19T12:00:00Z,0,0,2,1.0066876411437988,"[{""component_p"":0.0014097337843850255,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.006985142827033997,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]}]"
1438,0377-04-27T12:00:00Z,0377-04-29T12:00:00Z,3,0377-04-27T12:00:00Z,0,0,2,1.006186604499817,"[{""component_p"":0.0021598797757178545,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0045644016936421394,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
1439,0655-10-15T12:00:00Z,0655-10-22T12:00:00Z,8,0655-10-16T12:00:00Z,0,0,2,1.0053257942199707,"[{""component_p"":0.0013732401421293616,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]},{""component_p"":0.007193291559815407,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
1440,1866-05-27T12:00:00Z,1866-05-27T12:00:00Z,1,1866-05-27T12:00:00Z,0,0,2,1.0029914379119873,"[{""component_p"":0.0018084599869325757,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0054916092194616795,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
1441,0470-04-10T12:00:00Z,0470-04-23T12:00:00Z,14,0470-04-17T12:00:00Z,0,0,2,1.002527117729187,"[{""component_p"":0.0018909084610641003,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.005257779732346535,""best_module_id"":""m004"",""best_module_label"":""Venus across Uranus\u2013Neptune\u2013Pluto scaffold"",""families"":[""f02_2026_sep17""],""module_ids"":[""m004""],""bodies"":[""Venus"",""Uranus"",""Neptune"",""Pluto""]}]"
1442,1406-08-23T12:00:00Z,1406-08-24T12:00:00Z,2,1406-08-24T12:00:00Z,0,0,2,1.0022177696228027,"[{""component_p"":0.002553199650719762,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]},{""component_p"":0.003896704176440835,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]}]"
1443,0238-12-23T12:00:00Z,0238-12-23T12:00:00Z,1,0238-12-23T12:00:00Z,0,0,2,1.0018887519836426,"[{""component_p"":0.0029884192626923323,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.003331729443743825,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
1444,0443-11-19T12:00:00Z,0443-11-20T12:00:00Z,2,0443-11-19T12:00:00Z,0,0,2,1.0003567934036255,"[{""component_p"":0.0011583334999158978,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.008626002818346024,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]}]"
1445,1170-07-31T12:00:00Z,1170-07-31T12:00:00Z,1,1170-07-31T12:00:00Z,0,0,2,0.9987350702285767,"[{""component_p"":0.0024288510903716087,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.004129182081669569,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
1446,0083-05-04T12:00:00Z,0083-05-04T12:00:00Z,1,0083-05-04T12:00:00Z,0,0,2,0.9985796213150024,"[{""component_p"":0.0018246794352307916,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.005498367361724377,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]}]"
1447,0270-06-19T12:00:00Z,0270-06-19T12:00:00Z,1,0270-06-19T12:00:00Z,0,0,2,0.9984146356582642,"[{""component_p"":0.001557059702463448,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.006445848848670721,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
1448,1781-08-01T12:00:00Z,1781-08-01T12:00:00Z,1,1781-08-01T12:00:00Z,0,0,2,0.9972413182258606,"[{""component_p"":0.0025342770386487246,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.0039710430428385735,""best_module_id"":""m067"",""best_module_label"":""May 28 Mars/Jupiter plus Venus/Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m067""],""bodies"":[""Mars"",""Jupiter"",""Venus"",""Uranus""]}]"
1449,0468-12-18T12:00:00Z,0468-12-19T12:00:00Z,2,0468-12-18T12:00:00Z,0,0,2,0.9967535734176636,"[{""component_p"":0.0017057373188436031,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]},{""component_p"":0.0059065548703074455,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1450,1633-07-19T12:00:00Z,1633-07-19T12:00:00Z,1,1633-07-19T12:00:00Z,0,0,2,0.9965092539787292,"[{""component_p"":0.0010218204697594047,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.009865432977676392,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
1451,1681-02-13T12:00:00Z,1681-02-21T12:00:00Z,9,1681-02-21T12:00:00Z,0,0,2,0.9936196208000183,"[{""component_p"":0.003053296823054552,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]},{""component_p"":0.003323619719594717,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]}]"
1452,1976-01-02T12:00:00Z,1976-01-02T12:00:00Z,1,1976-01-02T12:00:00Z,0,0,2,0.9930118918418884,"[{""component_p"":0.0030195065774023533,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11"",""f10_1978_dec11""],""module_ids"":[""m016"",""m036""],""bodies"":[""Mars"",""Pluto"",""Neptune""]},{""component_p"":0.0033655196893960238,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
1453,1079-08-30T12:00:00Z,1079-08-30T12:00:00Z,1,1079-08-30T12:00:00Z,0,0,2,0.9923869967460632,"[{""component_p"":0.0011637399438768625,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.00874494481831789,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
1454,0973-12-23T12:00:00Z,0973-12-24T12:00:00Z,2,0973-12-23T12:00:00Z,0,0,2,0.9923717975616455,"[{""component_p"":0.0026153738144785166,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]},{""component_p"":0.003891297848895192,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1455,0837-01-30T12:00:00Z,0837-01-30T12:00:00Z,1,0837-01-30T12:00:00Z,0,0,2,0.9922751188278198,"[{""component_p"":0.0019395665731281042,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.005248318426311016,""best_module_id"":""m028"",""best_module_label"":""Venus/Jupiter to Neptune/Mars fork"",""families"":[""f08_1775_apr19""],""module_ids"":[""m028""],""bodies"":[""Venus"",""Jupiter"",""Neptune"",""Mars""]}]"
1456,0118-07-24T12:00:00Z,0118-07-24T12:00:00Z,1,0118-07-24T12:00:00Z,0,0,2,0.99178546667099,"[{""component_p"":0.0014043273404240608,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]},{""component_p"":0.007256817538291216,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1457,0824-09-07T12:00:00Z,0824-09-09T12:00:00Z,3,0824-09-08T12:00:00Z,0,0,2,0.990143895149231,"[{""component_p"":0.0011326528619974852,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.009031487628817558,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
1458,1465-09-16T12:00:00Z,1465-09-17T12:00:00Z,2,1465-09-17T12:00:00Z,0,0,2,0.9899272322654724,"[{""component_p"":0.001961192348971963,""best_module_id"":""m036"",""best_module_label"":""Pluto\u2013Uranus\u2013Neptune midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m036""],""bodies"":[""Pluto"",""Uranus"",""Neptune""]},{""component_p"":0.005218583159148693,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
1459,1164-07-23T12:00:00Z,1164-07-25T12:00:00Z,3,1164-07-23T12:00:00Z,0,0,2,0.9892197847366333,"[{""component_p"":0.001302956254221499,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.007867746986448765,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]}]"
1460,0910-05-06T12:00:00Z,0910-05-06T12:00:00Z,1,0910-05-06T12:00:00Z,0,0,2,0.9892061352729797,"[{""component_p"":0.0029127290472388268,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f05_2021_sep11""],""module_ids"":[""m014""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]},{""component_p"":0.0035196037497371435,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1461,1565-09-25T12:00:00Z,1565-09-26T12:00:00Z,2,1565-09-25T12:00:00Z,0,0,2,0.9884727597236633,"[{""component_p"":0.0013894595904275775,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007390627171844244,""best_module_id"":""m028"",""best_module_label"":""Venus/Jupiter to Neptune/Mars fork"",""families"":[""f08_1775_apr19"",""f15_1918_spring""],""module_ids"":[""m028"",""m067""],""bodies"":[""Venus"",""Jupiter"",""Neptune"",""Mars""]}]"
1462,1879-10-05T12:00:00Z,1879-10-05T12:00:00Z,1,1879-10-05T12:00:00Z,0,0,2,0.9866153597831726,"[{""component_p"":0.001032633357681334,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.009987078607082367,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]}]"
1463,0366-08-03T12:00:00Z,0366-08-03T12:00:00Z,1,0366-08-03T12:00:00Z,0,0,2,0.9866118431091309,"[{""component_p"":0.0013610756723210216,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0075771501287817955,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f14_2000_mar10""],""module_ids"":[""m056""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]}]"
1464,1028-03-11T12:00:00Z,1028-03-12T12:00:00Z,2,1028-03-12T12:00:00Z,0,0,2,0.9848740696907043,"[{""component_p"":0.0010826430516317487,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.009564023464918137,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
1465,0474-05-27T12:00:00Z,0474-05-27T12:00:00Z,1,0474-05-27T12:00:00Z,0,0,2,0.9843569993972778,"[{""component_p"":0.0026978221721947193,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f04_2023_oct07"",""f05_2021_sep11"",""f07_2008_sep15""],""module_ids"":[""m011"",""m014"",""m015"",""m022""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]},{""component_p"":0.003842639736831188,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1466,0960-06-03T12:00:00Z,0960-06-04T12:00:00Z,2,0960-06-03T12:00:00Z,0,0,2,0.9842596650123596,"[{""component_p"":0.0011407624697312713,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.009089606814086437,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
1467,1046-02-14T12:00:00Z,1046-03-05T12:00:00Z,20,1046-03-01T12:00:00Z,0,0,2,0.9837454557418823,"[{""component_p"":0.0014705564826726913,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28"",""f12_1929_oct24""],""module_ids"":[""m031"",""m044""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.007059481926262379,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]}]"
1468,1237-12-18T12:00:00Z,1237-12-18T12:00:00Z,1,1237-12-18T12:00:00Z,0,0,2,0.9821982383728027,"[{""component_p"":0.0014935338404029608,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.006975681986659765,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
1469,0276-11-03T12:00:00Z,0276-11-03T12:00:00Z,1,0276-11-03T12:00:00Z,0,0,2,0.9816880822181702,"[{""component_p"":0.0011177851120010018,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.009331545792520046,""best_module_id"":""m068"",""best_module_label"":""Mars\u2013Jupiter\u2013Pluto\u2013Saturn symmetric compression"",""families"":[""f16_2020_mar11""],""module_ids"":[""m068""],""bodies"":[""Mars"",""Jupiter"",""Pluto"",""Saturn""]}]"
1470,0510-05-01T12:00:00Z,0510-05-03T12:00:00Z,3,0510-05-03T12:00:00Z,0,0,2,0.9815013408660889,"[{""component_p"":0.0016111243749037385,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]},{""component_p"":0.006476935930550098,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1471,0312-10-27T12:00:00Z,0312-10-28T12:00:00Z,2,0312-10-27T12:00:00Z,0,0,2,0.9797875881195068,"[{""component_p"":0.0030384291894733906,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10"",""f16_2020_mar11""],""module_ids"":[""m055"",""m068""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]},{""component_p"":0.00344796827994287,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
1472,0751-12-24T12:00:00Z,0751-12-24T12:00:00Z,1,0751-12-24T12:00:00Z,0,0,2,0.9795987606048584,"[{""component_p"":0.0020828377455472946,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.005032060202211142,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
1473,0282-08-28T12:00:00Z,0282-08-30T12:00:00Z,3,0282-08-28T12:00:00Z,0,0,2,0.9780333042144775,"[{""component_p"":0.0015070500085130334,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]},{""component_p"":0.006979736499488354,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]}]"
1474,1153-01-16T12:00:00Z,1153-01-17T12:00:00Z,2,1153-01-16T12:00:00Z,0,0,2,0.9771213531494141,"[{""component_p"":0.0015557081205770373,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.006775642745196819,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
1475,0516-06-21T12:00:00Z,0516-06-21T12:00:00Z,1,0516-06-21T12:00:00Z,0,0,2,0.9771186113357544,"[{""component_p"":0.0015597629826515913,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.006758071947842836,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
1476,0888-06-03T12:00:00Z,0888-07-09T12:00:00Z,37,0888-06-13T12:00:00Z,0,0,2,0.9764266610145569,"[{""component_p"":0.002270712051540613,""best_module_id"":""m028"",""best_module_label"":""Venus/Jupiter to Neptune/Mars fork"",""families"":[""f08_1775_apr19""],""module_ids"":[""m028""],""bodies"":[""Venus"",""Jupiter"",""Neptune"",""Mars""]},{""component_p"":0.004649553447961807,""best_module_id"":""m063"",""best_module_label"":""May 22 Mercury\u2013Pluto\u2013Neptune triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m059"",""m063""],""bodies"":[""Mercury"",""Pluto"",""Neptune""]}]"
1477,1201-01-19T12:00:00Z,1201-01-19T12:00:00Z,1,1201-01-19T12:00:00Z,0,0,2,0.9761474132537842,"[{""component_p"":0.002915432211011648,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]},{""component_p"":0.0036236781161278486,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]}]"
1478,0471-11-18T12:00:00Z,0471-11-22T12:00:00Z,5,0471-11-21T12:00:00Z,0,0,2,0.9757809042930603,"[{""component_p"":0.0023247767239809036,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.004548182245343924,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
1479,0349-12-30T12:00:00Z,0350-01-02T12:00:00Z,4,0350-01-01T12:00:00Z,0,0,2,0.9751348495483398,"[{""component_p"":0.0026045609265565872,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.00406565610319376,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]}]"
